"","subgroup","modeldate","dem_estimate","dem_hi","dem_lo","rep_estimate","rep_hi","rep_lo","timestamp"
"458","Adults","8/16/2017",51,56.74466,45.25534,40,45.74466,34.25534,"16:24:06 16 Aug 2017"
"459","All polls","8/16/2017",47.13166,53.3429,40.92041,38.78841,43.44362,34.13321,"16:24:06 16 Aug 2017"
"460","Voters","8/15/2017",47.13456,53.56807,40.70105,39.79068,44.28312,35.29823,"22:09:05 15 Aug 2017"
"461","Adults","8/15/2017",51,56.74466,45.25534,40,45.74466,34.25534,"22:09:05 15 Aug 2017"
"462","All polls","8/15/2017",47.11319,53.31066,40.91573,39.76858,44.14863,35.38853,"22:09:05 15 Aug 2017"
"463","Voters","8/14/2017",47.39935,54.34448,40.45422,38.18847,42.84261,33.53434,"09:40:07 14 Aug 2017"
"464","Adults","8/14/2017",51,56.74466,45.25534,40,45.74466,34.25534,"09:40:07 14 Aug 2017"
"465","All polls","8/14/2017",47.25687,53.87956,40.63418,38.25614,42.79013,33.72215,"09:40:07 14 Aug 2017"
"466","Voters","8/13/2017",47.39935,54.34448,40.45422,38.18847,42.84261,33.53434,"18:00:07 13 Aug 2017"
"467","Adults","8/13/2017",51,57.66456,44.33544,40,46.66456,33.33544,"18:00:07 13 Aug 2017"
"468","All polls","8/13/2017",47.39935,54.34448,40.45422,38.18847,42.84261,33.53434,"18:00:07 13 Aug 2017"
"469","Voters","8/12/2017",47.39935,54.34448,40.45422,38.18847,42.84261,33.53434,"18:00:09 12 Aug 2017"
"470","Adults","8/12/2017",51,57.66456,44.33544,40,46.66456,33.33544,"18:00:09 12 Aug 2017"
"471","All polls","8/12/2017",47.39935,54.34448,40.45422,38.18847,42.84261,33.53434,"18:00:09 12 Aug 2017"
"472","Voters","8/11/2017",47.39935,54.34448,40.45422,38.18847,42.84261,33.53434,"18:00:09 11 Aug 2017"
"473","Adults","8/11/2017",51,57.66456,44.33544,40,46.66456,33.33544,"18:00:08 11 Aug 2017"
"474","All polls","8/11/2017",47.39935,54.34448,40.45422,38.18847,42.84261,33.53434,"18:00:08 11 Aug 2017"
"475","Voters","8/10/2017",47.39935,54.34448,40.45422,38.18847,42.84261,33.53434,"14:44:16 10 Aug 2017"
"476","Adults","8/10/2017",51,57.66456,44.33544,40,46.66456,33.33544,"14:44:15 10 Aug 2017"
"477","All polls","8/10/2017",47.39935,54.34448,40.45422,38.18847,42.84261,33.53434,"14:44:15 10 Aug 2017"
"478","Voters","8/9/2017",46.53399,53.56409,39.50389,37.11166,41.52953,32.69379,"14:53:06  9 Aug 2017"
"479","Adults","8/9/2017",50,56.06165,43.93835,41,47.06165,34.93835,"14:53:05  9 Aug 2017"
"480","All polls","8/9/2017",46.53399,53.56409,39.50389,37.11166,41.52953,32.69379,"14:53:05  9 Aug 2017"
"481","Voters","8/8/2017",47.58647,54.49408,40.67886,37.51467,41.87917,33.15017,"18:00:10  8 Aug 2017"
"482","Adults","8/8/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09  8 Aug 2017"
"483","All polls","8/8/2017",47.58647,54.49408,40.67886,37.51467,41.87917,33.15017,"18:00:09  8 Aug 2017"
"484","Adults","8/7/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08  7 Aug 2017"
"485","Voters","8/7/2017",47.58647,54.49408,40.67886,37.51467,41.87917,33.15017,"18:00:09  7 Aug 2017"
"486","All polls","8/7/2017",47.58647,54.49408,40.67886,37.51467,41.87917,33.15017,"18:00:08  7 Aug 2017"
"487","Voters","8/6/2017",47.58647,54.49408,40.67886,37.51467,41.87917,33.15017,"18:00:07  6 Aug 2017"
"488","Adults","8/6/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:07  6 Aug 2017"
"489","All polls","8/6/2017",47.58647,54.49408,40.67886,37.51467,41.87917,33.15017,"18:00:07  6 Aug 2017"
"490","Voters","8/5/2017",47.58647,54.49408,40.67886,37.51467,41.87917,33.15017,"18:00:08  5 Aug 2017"
"491","Adults","8/5/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:07  5 Aug 2017"
"492","All polls","8/5/2017",47.58647,54.49408,40.67886,37.51467,41.87917,33.15017,"18:00:07  5 Aug 2017"
"493","Voters","8/4/2017",47.58647,54.49408,40.67886,37.51467,41.87917,33.15017,"18:00:08  4 Aug 2017"
"494","Adults","8/4/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08  4 Aug 2017"
"495","All polls","8/4/2017",47.58647,54.49408,40.67886,37.51467,41.87917,33.15017,"18:00:08  4 Aug 2017"
"496","Adults","8/3/2017",50,56.06165,43.93835,41,47.06165,34.93835,"13:00:10  3 Aug 2017"
"497","Voters","8/3/2017",47.58647,54.49408,40.67886,37.51467,41.87917,33.15017,"13:00:10  3 Aug 2017"
"498","All polls","8/3/2017",47.58647,54.49408,40.67886,37.51467,41.87917,33.15017,"13:00:10  3 Aug 2017"
"499","Voters","8/2/2017",45.86686,52.5864,39.14733,37.72041,42.43818,33.00264,"10:37:07  2 Aug 2017"
"500","Adults","8/2/2017",50,56.06165,43.93835,41,47.06165,34.93835,"10:37:06  2 Aug 2017"
"501","All polls","8/2/2017",45.86686,52.5864,39.14733,37.72041,42.43818,33.00264,"10:37:06  2 Aug 2017"
"502","Adults","8/1/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09  1 Aug 2017"
"503","Voters","8/1/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"18:00:10  1 Aug 2017"
"504","All polls","8/1/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"18:00:09  1 Aug 2017"
"505","Adults","7/31/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09 31 Jul 2017"
"506","Voters","7/31/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"18:00:09 31 Jul 2017"
"507","All polls","7/31/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"18:00:09 31 Jul 2017"
"508","Voters","7/30/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"18:00:07 30 Jul 2017"
"509","Adults","7/30/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:07 30 Jul 2017"
"510","All polls","7/30/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"18:00:07 30 Jul 2017"
"511","Voters","7/29/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"18:00:09 29 Jul 2017"
"512","Adults","7/29/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09 29 Jul 2017"
"513","All polls","7/29/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"18:00:09 29 Jul 2017"
"514","Voters","7/28/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"18:00:09 28 Jul 2017"
"515","Adults","7/28/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09 28 Jul 2017"
"516","All polls","7/28/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"18:00:09 28 Jul 2017"
"517","Voters","7/27/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"18:00:08 27 Jul 2017"
"518","Adults","7/27/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08 27 Jul 2017"
"519","All polls","7/27/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"18:00:08 27 Jul 2017"
"520","Voters","7/26/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"10:15:08 26 Jul 2017"
"521","Adults","7/26/2017",50,56.06165,43.93835,41,47.06165,34.93835,"10:15:07 26 Jul 2017"
"522","All polls","7/26/2017",46.23051,52.85396,39.60706,38.40299,42.9666,33.83938,"10:15:07 26 Jul 2017"
"523","Voters","7/25/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"18:00:11 25 Jul 2017"
"524","Adults","7/25/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:11 25 Jul 2017"
"525","All polls","7/25/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"18:00:11 25 Jul 2017"
"526","Voters","7/24/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"18:00:09 24 Jul 2017"
"527","Adults","7/24/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09 24 Jul 2017"
"528","All polls","7/24/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"18:00:09 24 Jul 2017"
"529","Voters","7/23/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"18:00:09 23 Jul 2017"
"530","Adults","7/23/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09 23 Jul 2017"
"531","All polls","7/23/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"18:00:09 23 Jul 2017"
"532","Voters","7/22/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"18:00:09 22 Jul 2017"
"533","Adults","7/22/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09 22 Jul 2017"
"534","All polls","7/22/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"18:00:09 22 Jul 2017"
"535","Adults","7/21/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:10 21 Jul 2017"
"536","Voters","7/21/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"18:00:10 21 Jul 2017"
"537","All polls","7/21/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"18:00:10 21 Jul 2017"
"538","Voters","7/20/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"18:00:09 20 Jul 2017"
"539","Adults","7/20/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08 20 Jul 2017"
"540","All polls","7/20/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"18:00:08 20 Jul 2017"
"541","Voters","7/19/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"15:16:06 19 Jul 2017"
"542","Adults","7/19/2017",50,56.06165,43.93835,41,47.06165,34.93835,"15:16:06 19 Jul 2017"
"543","All polls","7/19/2017",48.00823,54.44132,41.57514,38.35847,42.81903,33.8979,"15:16:06 19 Jul 2017"
"544","Voters","7/18/2017",47.28831,53.61659,40.96003,38.69525,43.43374,33.95676,"12:20:08 18 Jul 2017"
"545","Adults","7/18/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:20:08 18 Jul 2017"
"546","All polls","7/18/2017",47.28831,53.61659,40.96003,38.69525,43.43374,33.95676,"12:20:08 18 Jul 2017"
"547","Adults","7/17/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:10 17 Jul 2017"
"548","Voters","7/17/2017",45.21564,51.49594,38.93534,37.88126,42.68543,33.07708,"18:00:10 17 Jul 2017"
"549","All polls","7/17/2017",45.21564,51.49594,38.93534,37.88126,42.68543,33.07708,"18:00:10 17 Jul 2017"
"550","Voters","7/16/2017",45.21564,51.49594,38.93534,37.88126,42.68543,33.07708,"18:00:07 16 Jul 2017"
"551","Adults","7/16/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:07 16 Jul 2017"
"552","All polls","7/16/2017",45.21564,51.49594,38.93534,37.88126,42.68543,33.07708,"18:00:07 16 Jul 2017"
"553","Adults","7/15/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08 15 Jul 2017"
"554","Voters","7/15/2017",45.21564,51.49594,38.93534,37.88126,42.68543,33.07708,"18:00:08 15 Jul 2017"
"555","All polls","7/15/2017",45.21564,51.49594,38.93534,37.88126,42.68543,33.07708,"18:00:08 15 Jul 2017"
"556","Adults","7/14/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08 14 Jul 2017"
"557","Voters","7/14/2017",45.21564,51.49594,38.93534,37.88126,42.68543,33.07708,"18:00:09 14 Jul 2017"
"558","All polls","7/14/2017",45.21564,51.49594,38.93534,37.88126,42.68543,33.07708,"18:00:08 14 Jul 2017"
"559","Voters","7/13/2017",45.21564,51.49594,38.93534,37.88126,42.68543,33.07708,"18:00:10 13 Jul 2017"
"560","Adults","7/13/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:10 13 Jul 2017"
"561","All polls","7/13/2017",45.21564,51.49594,38.93534,37.88126,42.68543,33.07708,"18:00:10 13 Jul 2017"
"562","Voters","7/12/2017",45.21564,51.49594,38.93534,37.88126,42.68543,33.07708,"11:41:05 12 Jul 2017"
"563","Adults","7/12/2017",50,56.06165,43.93835,41,47.06165,34.93835,"11:41:05 12 Jul 2017"
"564","All polls","7/12/2017",45.21564,51.49594,38.93534,37.88126,42.68543,33.07708,"11:41:05 12 Jul 2017"
"565","Voters","7/11/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"18:00:09 11 Jul 2017"
"566","Adults","7/11/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08 11 Jul 2017"
"567","All polls","7/11/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"18:00:08 11 Jul 2017"
"568","Voters","7/10/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"18:00:09 10 Jul 2017"
"569","Adults","7/10/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09 10 Jul 2017"
"570","All polls","7/10/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"18:00:09 10 Jul 2017"
"571","Voters","7/9/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"18:00:08  9 Jul 2017"
"572","Adults","7/9/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08  9 Jul 2017"
"573","All polls","7/9/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"18:00:08  9 Jul 2017"
"574","Voters","7/8/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"18:00:08  8 Jul 2017"
"575","Adults","7/8/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08  8 Jul 2017"
"576","All polls","7/8/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"18:00:08  8 Jul 2017"
"577","Voters","7/7/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"18:00:11  7 Jul 2017"
"578","Adults","7/7/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:11  7 Jul 2017"
"579","All polls","7/7/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"18:00:11  7 Jul 2017"
"580","Voters","7/6/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"18:00:10  6 Jul 2017"
"581","Adults","7/6/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09  6 Jul 2017"
"582","All polls","7/6/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"18:00:09  6 Jul 2017"
"583","Voters","7/5/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"09:41:05  5 Jul 2017"
"584","Adults","7/5/2017",50,56.06165,43.93835,41,47.06165,34.93835,"09:41:05  5 Jul 2017"
"585","All polls","7/5/2017",45.69551,51.9667,39.42433,39.22354,43.54902,34.89806,"09:41:05  5 Jul 2017"
"586","Adults","7/4/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:07  4 Jul 2017"
"587","Voters","7/4/2017",47.37918,53.12543,41.63293,39.87033,43.98703,35.75364,"18:00:08  4 Jul 2017"
"588","All polls","7/4/2017",47.37918,53.12543,41.63293,39.87033,43.98703,35.75364,"18:00:07  4 Jul 2017"
"589","Voters","7/3/2017",47.37918,53.12543,41.63293,39.87033,43.98703,35.75364,"18:00:08  3 Jul 2017"
"590","Adults","7/3/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08  3 Jul 2017"
"591","All polls","7/3/2017",47.37918,53.12543,41.63293,39.87033,43.98703,35.75364,"18:00:08  3 Jul 2017"
"592","Voters","7/2/2017",47.37918,53.12543,41.63293,39.87033,43.98703,35.75364,"18:00:08  2 Jul 2017"
"593","Adults","7/2/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08  2 Jul 2017"
"594","All polls","7/2/2017",47.37918,53.12543,41.63293,39.87033,43.98703,35.75364,"18:00:08  2 Jul 2017"
"595","Voters","7/1/2017",47.37918,53.12543,41.63293,39.87033,43.98703,35.75364,"18:00:08  1 Jul 2017"
"596","Adults","7/1/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:07  1 Jul 2017"
"597","All polls","7/1/2017",47.37918,53.12543,41.63293,39.87033,43.98703,35.75364,"18:00:07  1 Jul 2017"
"598","Adults","6/30/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09 30 Jun 2017"
"599","Voters","6/30/2017",47.37918,53.12543,41.63293,39.87033,43.98703,35.75364,"18:00:09 30 Jun 2017"
"600","All polls","6/30/2017",47.37918,53.12543,41.63293,39.87033,43.98703,35.75364,"18:00:09 30 Jun 2017"
"601","Voters","6/29/2017",47.37918,53.12543,41.63293,39.87033,43.98703,35.75364,"17:02:06 29 Jun 2017"
"602","Adults","6/29/2017",50,56.06165,43.93835,41,47.06165,34.93835,"17:02:05 29 Jun 2017"
"603","All polls","6/29/2017",47.37918,53.12543,41.63293,39.87033,43.98703,35.75364,"17:02:05 29 Jun 2017"
"604","Adults","6/28/2017",50,56.06165,43.93835,41,47.06165,34.93835,"20:12:05 28 Jun 2017"
"605","Voters","6/28/2017",46.82947,52.55834,41.10061,39.43394,43.61401,35.25387,"20:12:06 28 Jun 2017"
"606","All polls","6/28/2017",46.82947,52.55834,41.10061,39.43394,43.61401,35.25387,"20:12:05 28 Jun 2017"
"607","Adults","6/27/2017",50,56.07108,43.92892,42,48.07108,35.92892,"18:00:08 27 Jun 2017"
"608","Voters","6/27/2017",45.042,51.88324,38.20076,38.28214,42.45084,34.11344,"18:00:08 27 Jun 2017"
"609","All polls","6/27/2017",46.97281,53.64653,40.29908,39.60356,44.06811,35.139,"18:00:07 27 Jun 2017"
"610","Voters","6/26/2017",45.042,51.88324,38.20076,38.28214,42.45084,34.11344,"18:00:09 26 Jun 2017"
"611","Adults","6/26/2017",50,56.07108,43.92892,42,48.07108,35.92892,"18:00:08 26 Jun 2017"
"612","All polls","6/26/2017",46.97281,53.64653,40.29908,39.60356,44.06811,35.139,"18:00:08 26 Jun 2017"
"613","Voters","6/25/2017",45.042,51.88324,38.20076,38.28214,42.45084,34.11344,"18:00:09 25 Jun 2017"
"614","Adults","6/25/2017",50,56.07108,43.92892,42,48.07108,35.92892,"18:00:09 25 Jun 2017"
"615","All polls","6/25/2017",46.97281,53.64653,40.29908,39.60356,44.06811,35.139,"18:00:09 25 Jun 2017"
"616","Voters","6/24/2017",45.042,51.88324,38.20076,38.28214,42.45084,34.11344,"18:00:08 24 Jun 2017"
"617","Adults","6/24/2017",50,56.07108,43.92892,42,48.07108,35.92892,"18:00:08 24 Jun 2017"
"618","All polls","6/24/2017",46.97281,53.64653,40.29908,39.60356,44.06811,35.139,"18:00:08 24 Jun 2017"
"619","Adults","6/23/2017",50,56.07108,43.92892,42,48.07108,35.92892,"18:00:09 23 Jun 2017"
"620","Voters","6/23/2017",45.042,51.88324,38.20076,38.28214,42.45084,34.11344,"18:00:09 23 Jun 2017"
"621","All polls","6/23/2017",46.97281,53.64653,40.29908,39.60356,44.06811,35.139,"18:00:09 23 Jun 2017"
"622","Adults","6/22/2017",50,56.07108,43.92892,42,48.07108,35.92892,"18:30:08 22 Jun 2017"
"623","Voters","6/22/2017",45.042,51.88324,38.20076,38.28214,42.45084,34.11344,"18:30:08 22 Jun 2017"
"624","All polls","6/22/2017",46.97281,53.64653,40.29908,39.60356,44.06811,35.139,"18:30:07 22 Jun 2017"
"625","Voters","6/21/2017",45.042,51.88324,38.20076,38.28214,42.45084,34.11344,"13:14:05 21 Jun 2017"
"626","Adults","6/21/2017",50,56.06165,43.93835,41,47.06165,34.93835,"13:14:05 21 Jun 2017"
"627","All polls","6/21/2017",45.042,51.88324,38.20076,38.28214,42.45084,34.11344,"13:14:05 21 Jun 2017"
"628","Voters","6/20/2017",46.22879,52.9069,39.55068,39.32233,43.49383,35.15083,"18:00:09 20 Jun 2017"
"629","Adults","6/20/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08 20 Jun 2017"
"630","All polls","6/20/2017",46.22879,52.9069,39.55068,39.32233,43.49383,35.15083,"18:00:08 20 Jun 2017"
"631","Voters","6/19/2017",46.22879,52.9069,39.55068,39.32233,43.49383,35.15083,"18:00:10 19 Jun 2017"
"632","Adults","6/19/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:10 19 Jun 2017"
"633","All polls","6/19/2017",46.22879,52.9069,39.55068,39.32233,43.49383,35.15083,"18:00:10 19 Jun 2017"
"634","Adults","6/18/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:07 18 Jun 2017"
"635","Voters","6/18/2017",46.22879,52.9069,39.55068,39.32233,43.49383,35.15083,"18:00:08 18 Jun 2017"
"636","All polls","6/18/2017",46.22879,52.9069,39.55068,39.32233,43.49383,35.15083,"18:00:07 18 Jun 2017"
"637","Adults","6/17/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09 17 Jun 2017"
"638","Voters","6/17/2017",46.22879,52.9069,39.55068,39.32233,43.49383,35.15083,"18:00:09 17 Jun 2017"
"639","All polls","6/17/2017",46.22879,52.9069,39.55068,39.32233,43.49383,35.15083,"18:00:09 17 Jun 2017"
"640","Voters","6/16/2017",46.22879,52.9069,39.55068,39.32233,43.49383,35.15083,"18:00:10 16 Jun 2017"
"641","Adults","6/16/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09 16 Jun 2017"
"642","All polls","6/16/2017",46.22879,52.9069,39.55068,39.32233,43.49383,35.15083,"18:00:09 16 Jun 2017"
"643","Adults","6/15/2017",50,56.06165,43.93835,41,47.06165,34.93835,"11:01:05 15 Jun 2017"
"644","Voters","6/15/2017",46.22879,52.9069,39.55068,39.32233,43.49383,35.15083,"11:01:05 15 Jun 2017"
"645","All polls","6/15/2017",46.22879,52.9069,39.55068,39.32233,43.49383,35.15083,"11:01:05 15 Jun 2017"
"646","Voters","6/14/2017",46.48969,53.26292,39.71646,39.30708,43.56178,35.05239,"11:20:07 14 Jun 2017"
"647","Adults","6/14/2017",50,56.06165,43.93835,41,47.06165,34.93835,"11:20:07 14 Jun 2017"
"648","All polls","6/14/2017",46.48969,53.26292,39.71646,39.30708,43.56178,35.05239,"11:20:07 14 Jun 2017"
"649","Adults","6/13/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:09 13 Jun 2017"
"650","Voters","6/13/2017",48.20831,54.65656,41.76006,39.45449,43.75881,35.15018,"18:00:10 13 Jun 2017"
"651","All polls","6/13/2017",48.20831,54.65656,41.76006,39.45449,43.75881,35.15018,"18:00:09 13 Jun 2017"
"652","Adults","6/12/2017",50,56.06165,43.93835,41,47.06165,34.93835,"16:40:07 12 Jun 2017"
"653","Voters","6/12/2017",48.20831,54.65656,41.76006,39.45449,43.75881,35.15018,"16:40:07 12 Jun 2017"
"654","All polls","6/12/2017",48.20831,54.65656,41.76006,39.45449,43.75881,35.15018,"16:40:07 12 Jun 2017"
"655","Voters","6/11/2017",46.74075,53.28943,40.19208,39.05006,43.42159,34.67854,"18:00:08 11 Jun 2017"
"656","Adults","6/11/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08 11 Jun 2017"
"657","All polls","6/11/2017",46.74075,53.28943,40.19208,39.05006,43.42159,34.67854,"18:00:08 11 Jun 2017"
"658","Adults","6/10/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:08 10 Jun 2017"
"659","Voters","6/10/2017",46.74075,53.28943,40.19208,39.05006,43.42159,34.67854,"18:00:09 10 Jun 2017"
"660","All polls","6/10/2017",46.74075,53.28943,40.19208,39.05006,43.42159,34.67854,"18:00:08 10 Jun 2017"
"661","Voters","6/9/2017",46.74075,53.28943,40.19208,39.05006,43.42159,34.67854,"18:00:10  9 Jun 2017"
"662","Adults","6/9/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:10  9 Jun 2017"
"663","All polls","6/9/2017",46.74075,53.28943,40.19208,39.05006,43.42159,34.67854,"18:00:10  9 Jun 2017"
"664","All polls","6/8/2017",46.74075,53.28943,40.19208,39.05006,43.42159,34.67854,"11:15:07  8 Jun 2017"
"665","Adults","6/8/2017",50,56.06165,43.93835,41,47.06165,34.93835,"11:15:07  8 Jun 2017"
"666","Voters","6/8/2017",46.74075,53.28943,40.19208,39.05006,43.42159,34.67854,"11:15:07  8 Jun 2017"
"667","All polls","6/7/2017",44.50682,50.83942,38.17423,38.44827,43.16547,33.73106,"10:13:05  7 Jun 2017"
"668","Adults","6/7/2017",50,56.06165,43.93835,41,47.06165,34.93835,"10:13:05  7 Jun 2017"
"669","Voters","6/7/2017",44.50682,50.83942,38.17423,38.44827,43.16547,33.73106,"10:13:05  7 Jun 2017"
"670","Adults","6/6/2017",50,56.06165,43.93835,41,47.06165,34.93835,"18:00:07  6 Jun 2017"
"671","Voters","6/6/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"18:00:08  6 Jun 2017"
"672","All polls","6/6/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"18:00:07  6 Jun 2017"
"673","Adults","6/5/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"674","Voters","6/5/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"12:11:15  5 Jun 2017"
"675","All polls","6/5/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"12:11:07  5 Jun 2017"
"676","Adults","6/4/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"677","All polls","6/4/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"12:11:07  5 Jun 2017"
"678","Voters","6/4/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"12:11:15  5 Jun 2017"
"679","Voters","6/3/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"12:11:15  5 Jun 2017"
"680","Adults","6/3/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"681","All polls","6/3/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"12:11:07  5 Jun 2017"
"682","Adults","6/2/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"683","All polls","6/2/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"12:11:07  5 Jun 2017"
"684","Voters","6/2/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"12:11:15  5 Jun 2017"
"685","Adults","6/1/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"686","All polls","6/1/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"12:11:08  5 Jun 2017"
"687","Voters","6/1/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"12:11:15  5 Jun 2017"
"688","Adults","5/31/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"689","Voters","5/31/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"12:11:16  5 Jun 2017"
"690","All polls","5/31/2017",44.09799,50.59592,37.60006,36.94631,41.88086,32.01176,"12:11:08  5 Jun 2017"
"691","Adults","5/30/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"692","Voters","5/30/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:16  5 Jun 2017"
"693","All polls","5/30/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:08  5 Jun 2017"
