date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,score1,score2
1992-09-13,1992,0,,CIN,OAK,1464.241,1511.678,0.5252536818195367,0.4747463181804633,1477.299,1498.619,24,21
1992-09-13,1992,0,,DEN,LAC,1584.277,1430.117,0.77929907208112,0.22070092791887996,1593.097,1421.297,21,13
1992-09-13,1992,0,,DET,MIN,1571.796,1478.902,0.7127772529788893,0.2872227470211107,1586.31,1464.387,31,17
1992-09-13,1992,0,,TB,GB,1407.921,1422.881,0.5715195051826513,0.42848049481734873,1436.136,1394.666,31,3
1992-09-13,1992,0,,NYG,DAL,1513.933,1592.553,0.48040927877023876,0.5195907212297612,1495.352,1611.135,28,34
1992-09-13,1992,0,,LAR,NE,1381.114,1392.777,0.5761607517405607,0.4238392482594393,1403.526,1370.365,14,0
1992-09-13,1992,0,,ARI,PHI,1364.249,1576.017,0.3005112495501575,0.6994887504498425,1347.964,1592.303,14,31
1992-09-14,1992,0,,CLE,MIA,1415.058,1499.277,0.47236981218196444,0.5276301878180356,1399.984,1514.35,23,27
1992-09-20,1992,0,,DAL,ARI,1611.135,1347.964,0.8686533504472013,0.13134664955279873,1616.815,1342.283,31,20
1992-09-20,1992,0,,BUF,IND,1649.891,1344.173,0.8941664485466874,0.10583355145331264,1656.527,1337.537,38,0
1992-09-20,1992,0,,ATL,NO,1545.467,1572.627,0.554241836740926,0.445758163259074,1529.831,1588.263,7,10
1992-09-20,1992,0,,LAC,PIT,1421.297,1539.324,0.4242750822983183,0.5757249177016817,1397.348,1563.273,6,23
1992-09-20,1992,0,,GB,CIN,1394.666,1477.299,0.4746458380887538,0.5253541619112462,1402.008,1469.957,24,23
1992-09-20,1992,0,,MIA,LAR,1514.35,1403.526,0.7334356730066174,0.2665643269933826,1528.337,1389.539,26,10
1992-09-20,1992,0,,OAK,CLE,1498.619,1399.984,0.7194951518332633,0.2805048481667367,1458.744,1439.86,16,28
1992-09-20,1992,0,,WSH,DET,1664.775,1586.31,0.69547691587591,0.30452308412409,1672.701,1578.384,13,10
1992-09-20,1992,0,,PHI,DEN,1592.303,1593.097,0.5913621869689512,0.40863781303104885,1619.572,1565.828,30,0
1992-09-20,1992,0,,TEN,KC,1552.356,1605.316,0.5173200202150834,0.4826799797849166,1565.666,1592.006,23,20
1992-09-20,1992,0,,NYJ,SF,1451.265,1640.321,0.3286882853600753,0.6713117146399247,1433.278,1658.308,14,31
1992-09-20,1992,0,,NE,SEA,1370.365,1440.7,0.49232292120673676,0.5076770787932632,1354.556,1456.509,6,10
1992-09-20,1992,0,,MIN,TB,1464.387,1436.136,0.6310667495855026,0.3689332504144974,1478.161,1422.362,26,20
1992-09-21,1992,0,,CHI,NYG,1526.333,1495.352,0.6347179772275121,0.3652820227724879,1491.304,1530.381,14,27
1992-09-27,1992,0,,DET,TB,1578.384,1422.362,0.7811370544957171,0.21886294550428287,1550.432,1450.314,23,27
1992-09-27,1992,0,,CLE,DEN,1439.86,1565.828,0.41314963813886846,0.5868503618611316,1419.237,1586.45,0,12
1992-09-27,1992,0,,CIN,MIN,1469.957,1478.161,0.5810156336745785,0.41898436632542146,1427.212,1520.907,7,42
1992-09-27,1992,0,,TEN,LAC,1565.666,1397.348,0.7929970359833307,0.2070029640166693,1578.139,1384.875,27,0
1992-09-27,1992,0,,CHI,ATL,1491.304,1529.831,0.5380241518082602,0.46197584819173976,1513.196,1507.939,41,31
1992-09-27,1992,0,,LAR,NYJ,1389.539,1433.278,0.5305589032630215,0.46944109673697854,1409.971,1412.846,18,10
1992-09-27,1992,0,,NO,SF,1588.263,1658.308,0.4927401716165827,0.5072598283834173,1569.13,1677.44,10,16
1992-09-27,1992,0,,GB,PIT,1402.008,1563.273,0.3649030679836047,0.6350969320163953,1437.98,1527.302,17,3
1992-09-27,1992,0,,SEA,MIA,1456.509,1528.337,0.4901749829664588,0.5098250170335412,1445.772,1539.074,17,19
1992-09-27,1992,0,,NE,BUF,1354.556,1656.527,0.20357236462239348,0.7964276353776065,1341.488,1669.595,7,41
1992-09-28,1992,0,,KC,OAK,1592.006,1458.744,0.757916004784253,0.24208399521574697,1605.528,1445.222,27,7
1992-10-04,1992,0,,SF,LAR,1677.44,1409.971,0.8714505434262871,0.12854945657371286,1680.537,1406.875,27,24
1992-10-04,1992,0,,TB,IND,1450.314,1337.537,0.735627867995185,0.264372132004815,1411.933,1375.918,14,24
1992-10-04,1992,0,,OAK,NYG,1445.222,1530.381,0.4710213792950902,0.5289786207049099,1460.024,1515.579,13,10
1992-10-04,1992,0,,NYJ,NE,1412.846,1341.488,0.6867437643858653,0.31325623561413474,1426.43,1327.904,30,21
1992-10-04,1992,0,,MIN,CHI,1520.907,1513.196,0.6031381792063206,0.3968618207936794,1526.232,1507.87,21,20
1992-10-04,1992,0,,DET,NO,1550.432,1569.13,0.5662422366894934,0.43375776331050664,1527.921,1591.641,7,13
1992-10-04,1992,0,,DEN,KC,1586.45,1605.528,0.5657048937125374,0.4342951062874626,1592.348,1599.631,20,19
1992-10-04,1992,0,,ARI,WSH,1342.283,1672.701,0.17830571605688014,0.8216942839431198,1368.191,1646.793,27,24
1992-10-04,1992,0,,BUF,MIA,1669.595,1539.074,0.7550092137122625,0.24499078628773752,1614.37,1594.299,10,37
1992-10-04,1992,0,,ATL,GB,1507.939,1437.98,0.6850086858450606,0.3149913141549394,1524.013,1421.905,24,10
1992-10-04,1992,0,,LAC,SEA,1384.875,1445.772,0.5059044171707069,0.4940955828292931,1409.385,1421.262,17,6
1992-10-05,1992,0,,PHI,DAL,1619.572,1616.815,0.5962924838026515,0.40370751619734846,1644.785,1591.602,31,7
1992-10-11,1992,0,,CIN,TEN,1427.212,1578.139,0.37880215468197587,0.6211978453180241,1407.467,1597.884,24,38
1992-10-11,1992,0,,CLE,PIT,1419.237,1527.302,0.43833993896348405,0.5616600610365159,1444.412,1502.127,17,9
1992-10-11,1992,0,,IND,NYJ,1375.918,1426.43,0.5208378312914036,0.4791621687085964,1389.116,1413.232,6,3
1992-10-11,1992,0,,KC,PHI,1599.631,1644.785,0.5285296672339713,0.4714703327660287,1619.063,1625.353,24,17
1992-10-11,1992,0,,NO,LAR,1591.641,1406.875,0.8081088794984628,0.19189112050153723,1596.419,1402.097,13,10
1992-10-11,1992,0,,MIA,ATL,1594.299,1524.013,0.6854147052218433,0.31458529477815667,1603.838,1514.474,21,17
1992-10-11,1992,0,,NE,SF,1327.904,1680.537,0.16033351657550193,0.839666483424498,1320.63,1687.811,12,24
1992-10-11,1992,0,,NYG,ARI,1515.579,1368.191,0.7725214112830432,0.2274785887169568,1525.528,1358.242,31,21
1992-10-11,1992,0,,OAK,BUF,1460.024,1614.37,0.3741820853885198,0.6258179146114802,1497.732,1576.662,20,3
1992-10-11,1992,0,,DAL,SEA,1591.602,1421.262,0.7949011875308885,0.20509881246911155,1603.95,1408.914,27,0
1992-10-12,1992,0,,WSH,DEN,1646.793,1592.348,0.665428523516765,0.33457147648323504,1668.79,1570.351,34,3
1992-10-15,1992,0,,MIN,DET,1526.232,1527.921,0.5901165991707177,0.4098834008292823,1549.264,1504.89,31,14
1992-10-18,1992,0,,LAR,NYG,1402.097,1525.528,0.41669494954143327,0.5833050504585667,1439.141,1488.484,38,17
1992-10-18,1992,0,,IND,LAC,1389.116,1409.385,0.5640197524662065,0.4359802475337935,1354.06,1444.441,14,34
1992-10-18,1992,0,,CLE,GB,1444.412,1421.905,0.6233356779767424,0.3766643220232576,1462.415,1403.902,17,6
1992-10-18,1992,0,,DEN,TEN,1570.351,1597.884,0.5537113023319774,0.4462886976680226,1587.429,1580.806,27,21
1992-10-18,1992,0,,CHI,TB,1507.87,1411.933,0.7163500106089234,0.28364998939107655,1523.149,1396.654,31,14
1992-10-18,1992,0,,WSH,PHI,1668.79,1625.353,0.6511762469886294,0.3488237530113706,1679.49,1614.652,16,12
1992-10-18,1992,0,,SF,ATL,1687.811,1514.474,0.7976995506564145,0.2023004493435855,1701.277,1501.007,56,17
1992-10-18,1992,0,,SEA,OAK,1408.914,1497.732,0.46577673788533847,0.5342232621146615,1381.307,1525.34,0,19
1992-10-18,1992,0,,MIA,NE,1603.838,1320.63,0.8812631289774179,0.11873687102258212,1610.176,1314.293,38,17
1992-10-18,1992,0,,DAL,KC,1603.95,1619.063,0.5713038119244059,0.42869618807559406,1621.383,1601.63,17,10
1992-10-18,1992,0,,ARI,NO,1358.242,1596.419,0.2695539248903314,0.7304460751096686,1346.735,1607.927,21,30
1992-10-19,1992,0,,PIT,CIN,1502.127,1407.467,0.7148539681256856,0.2851460318743144,1518.315,1391.279,20,0
1992-10-25,1992,0,,MIA,IND,1610.176,1354.06,0.8639499829889433,0.13605001701105668,1559.901,1404.335,20,31
1992-10-25,1992,0,,TB,DET,1396.654,1504.89,0.4380976073915461,0.5619023926084539,1366.872,1534.671,7,38
1992-10-25,1992,0,,OAK,DAL,1525.34,1621.383,0.4554440356666441,0.544555964333356,1500.437,1646.287,13,28
1992-10-25,1992,0,,PHI,ARI,1614.652,1346.735,0.871739166226272,0.128260833773728,1618.238,1343.149,7,3
1992-10-25,1992,0,,NYG,SEA,1488.484,1381.307,0.7293111562478537,0.2706888437521463,1501.734,1368.056,23,10
1992-10-25,1992,0,,NE,CLE,1314.293,1462.415,0.38260906128978917,0.6173909387102108,1306.192,1470.516,17,19
1992-10-25,1992,0,,MIN,WSH,1549.264,1679.49,0.407219690315581,0.5927803096844191,1540.574,1688.18,13,15
1992-10-25,1992,0,,KC,PIT,1601.63,1518.315,0.7013573394007033,0.29864266059929667,1553.214,1566.73,3,27
1992-10-25,1992,0,,GB,CHI,1403.902,1523.149,0.42256055108013174,0.5774394489198682,1378.791,1548.26,10,30
1992-10-25,1992,0,,TEN,CIN,1580.806,1391.279,0.8123229307423893,0.18767706925761074,1590.338,1381.747,26,10
1992-10-25,1992,0,,LAC,DEN,1444.441,1587.429,0.38961400545357494,0.6103859945464251,1461.987,1569.884,24,21
1992-10-26,1992,0,,NYJ,BUF,1413.232,1576.662,0.3620197342127896,0.6379802657872105,1402.078,1587.816,20,24
1992-11-01,1992,0,,CIN,CLE,1381.747,1470.516,0.4658469248654565,0.5341530751345436,1414.627,1437.636,30,10
1992-11-01,1992,0,,BUF,NE,1587.816,1306.192,0.88030568915306,0.11969431084694004,1592.578,1301.43,16,7
1992-11-01,1992,0,,LAC,IND,1461.987,1404.335,0.6695259237201827,0.3304740762798173,1482.62,1383.701,26,0
1992-11-01,1992,0,,NO,TB,1607.927,1366.872,0.8534342288974976,0.14656577110250235,1610.754,1364.045,23,21
1992-11-01,1992,0,,DAL,PHI,1646.287,1618.238,0.6307959822271682,0.36920401777283185,1663.275,1601.25,20,10
1992-11-01,1992,0,,DET,GB,1534.671,1378.791,0.7809972750505756,0.2190027249494244,1487.65,1425.812,13,27
1992-11-01,1992,0,,ATL,LAR,1501.007,1439.141,0.6748709706362378,0.3251290293637622,1507.761,1432.387,30,28
1992-11-01,1992,0,,NYJ,MIA,1402.078,1559.901,0.3695070531402783,0.6304929468597217,1435.847,1526.132,26,14
1992-11-01,1992,0,,PIT,TEN,1566.73,1590.338,0.5592876450866368,0.44071235491336325,1572.727,1584.341,21,20
1992-11-01,1992,0,,WSH,NYG,1688.18,1501.734,0.8096040620794506,0.19039593792054943,1635.34,1554.574,7,24
1992-11-01,1992,0,,ARI,SF,1343.149,1701.277,0.15612065270410505,0.843879347295895,1389.841,1654.585,24,14
1992-11-02,1992,0,,CHI,MIN,1548.26,1540.574,0.6031037316600114,0.3968962683399886,1506.256,1582.578,10,38
1992-11-08,1992,0,,KC,LAC,1553.214,1482.62,0.6857968741636423,0.3142031258363577,1559.717,1476.117,16,14
1992-11-08,1992,0,,TB,MIN,1364.045,1582.578,0.2923894981053939,0.7076105018946062,1345.639,1600.985,7,35
1992-11-08,1992,0,,SEA,WSH,1368.056,1635.34,0.2378613946404496,0.7621386053595504,1356.559,1646.837,3,16
1992-11-08,1992,0,,PHI,OAK,1601.25,1500.437,0.7220185317001908,0.2779814682998092,1617.231,1484.456,31,10
1992-11-08,1992,0,,TEN,CLE,1584.341,1437.636,0.7718297515842342,0.22817024841576583,1543.385,1478.592,14,24
1992-11-08,1992,0,,NYG,GB,1554.574,1425.812,0.753131442515775,0.24686855748422498,1568.39,1411.997,27,7
1992-11-08,1992,0,,NE,NO,1301.43,1610.754,0.19679585286222748,0.8032041471377726,1291.191,1620.993,14,31
1992-11-08,1992,0,,DET,DAL,1487.65,1663.275,0.3459682952676969,0.6540317047323031,1464.227,1686.698,3,37
1992-11-08,1992,0,,DEN,NYJ,1569.884,1435.847,0.7587336114275622,0.24126638857243776,1580.88,1424.851,27,16
1992-11-08,1992,0,,IND,MIA,1383.701,1526.132,0.39037679262452535,0.6096232073754746,1358.305,1551.529,0,28
1992-11-08,1992,0,,CHI,CIN,1506.256,1414.627,0.71128414782776,0.28871585217224005,1485.023,1435.86,28,31
1992-11-08,1992,0,,BUF,PIT,1592.578,1572.727,0.6197392490260913,0.38026075097390866,1608.668,1556.637,28,20
1992-11-08,1992,0,,LAR,ARI,1432.387,1389.841,0.6500103131012891,0.3499896868987109,1405.79,1416.438,14,20
1992-11-09,1992,0,,ATL,SF,1507.761,1654.585,0.3843756073707132,0.6156243926292868,1480.608,1681.739,3,41
1992-11-15,1992,0,,DAL,LAR,1686.698,1405.79,0.8798707220598053,0.12012927794019468,1653.092,1439.395,23,27
1992-11-15,1992,0,,MIN,TEN,1600.985,1543.385,0.6694596889747645,0.3305403110252355,1578.164,1566.206,13,17
1992-11-15,1992,0,,KC,WSH,1559.717,1646.837,0.46820970263329575,0.5317902973667042,1591.903,1614.652,35,16
1992-11-15,1992,0,,OAK,SEA,1484.456,1356.559,0.7522044948671535,0.24779550513284654,1497.626,1343.389,20,3
1992-11-15,1992,0,,GB,PHI,1411.997,1617.231,0.30847643054110385,0.6915235694588961,1432.475,1596.752,27,24
1992-11-15,1992,0,,DEN,NYG,1580.88,1568.39,0.6097040307573904,0.39029596924260956,1601.299,1547.97,27,13
1992-11-15,1992,0,,IND,NE,1358.305,1291.191,0.6814643019024217,0.3185356980975783,1338.204,1311.293,34,37
1992-11-15,1992,0,,ATL,ARI,1480.608,1416.438,0.6777743395677673,0.32222566043223266,1489.046,1408.0,20,17
1992-11-15,1992,0,,SF,NO,1681.739,1620.993,0.6734547248720981,0.3265452751279019,1686.021,1616.711,21,20
1992-11-15,1992,0,,CLE,LAC,1478.592,1476.117,0.59590164401189,0.40409835598810995,1470.07,1484.639,13,14
1992-11-15,1992,0,,TB,CHI,1345.639,1485.023,0.3945589304175031,0.6054410695824969,1363.012,1467.649,20,17
1992-11-15,1992,0,,NYJ,CIN,1424.851,1435.86,0.5770798316425483,0.4229201683574517,1436.296,1424.415,17,14
1992-11-15,1992,0,,PIT,DET,1556.637,1464.227,0.7122065226158628,0.2877934773841372,1564.084,1456.781,17,14
1992-11-16,1992,0,,MIA,BUF,1551.529,1608.668,0.5113109583271849,0.4886890416728151,1531.558,1628.638,20,26
1992-11-22,1992,0,,PIT,IND,1564.084,1338.204,0.8421668750243304,0.1578331249756696,1571.983,1330.304,30,14
1992-11-22,1992,0,,LAR,SF,1439.395,1686.021,0.26008567620302847,0.7399143237969715,1425.507,1699.909,10,27
1992-11-22,1992,0,,SEA,KC,1343.389,1591.903,0.2579996470604183,0.7420003529395818,1331.969,1603.323,14,24
1992-11-22,1992,0,,OAK,DEN,1497.626,1601.299,0.44457379834464605,0.555426201655354,1534.023,1564.902,24,0
1992-11-22,1992,0,,NYG,PHI,1547.97,1596.752,0.5233226410356483,0.4766773589643517,1520.143,1624.579,34,47
1992-11-22,1992,0,,NE,NYJ,1311.293,1436.296,0.4144971302269723,0.5855028697730277,1348.504,1399.085,24,3
1992-11-22,1992,0,,MIN,CLE,1578.164,1470.07,0.7303519911859004,0.26964800881409956,1586.211,1462.024,17,13
1992-11-22,1992,0,,MIA,TEN,1531.558,1566.206,0.5435692585188661,0.45643074148113394,1544.041,1553.723,19,16
1992-11-22,1992,0,,ARI,DAL,1408.0,1653.092,0.2617886075737216,0.7382113924262784,1398.582,1662.509,10,16
1992-11-22,1992,0,,CIN,DET,1424.415,1456.781,0.5468264731652106,0.4531735268347894,1402.813,1478.383,13,19
1992-11-22,1992,0,,CHI,GB,1467.649,1432.475,0.6402957234694044,0.35970427653059556,1431.316,1468.809,3,17
1992-11-22,1992,0,,BUF,ATL,1628.638,1489.046,0.7645387264084662,0.2354612735915338,1642.995,1474.689,41,14
1992-11-22,1992,0,,LAC,TB,1484.639,1363.012,0.7454159542742362,0.25458404572576376,1497.653,1349.999,29,14
1992-11-23,1992,0,,NO,WSH,1616.711,1614.652,0.5953248639533856,0.4046751360466144,1639.412,1591.95,20,3
1992-11-26,1992,0,,DET,TEN,1478.383,1553.723,0.4851239355463298,0.5148760644536702,1464.995,1567.11,21,24
1992-11-26,1992,0,,DAL,NYG,1662.509,1520.143,0.7674011982955556,0.23259880170444436,1676.676,1505.977,30,3
1992-11-29,1992,0,,GB,TB,1468.809,1349.999,0.7423264084045565,0.25767359159544345,1477.33,1341.477,19,14
1992-11-29,1992,0,,CIN,PIT,1402.813,1571.983,0.35442360694800773,0.6455763930519922,1385.454,1589.343,9,21
1992-11-29,1992,0,,ATL,NE,1474.689,1348.504,0.7503630188739635,0.2496369811260365,1491.021,1332.172,34,0
1992-11-29,1992,0,,LAC,OAK,1497.653,1534.023,0.5411088758023014,0.4588911241976986,1526.815,1504.86,27,3
1992-11-29,1992,0,,CLE,CHI,1462.024,1431.316,0.6343535428749975,0.36564645712500254,1480.518,1412.821,27,14
1992-11-29,1992,0,,IND,BUF,1330.304,1642.995,0.19375018576682632,0.8062498142331737,1355.494,1617.805,16,13
1992-11-29,1992,0,,LAR,MIN,1425.507,1586.211,0.3656517979675121,0.6343482020324879,1406.529,1605.189,17,31
1992-11-29,1992,0,,WSH,ARI,1591.95,1398.582,0.815670530949827,0.184329469050173,1604.037,1386.496,41,3
1992-11-29,1992,0,,SF,PHI,1699.909,1624.579,0.6916414412627933,0.30835855873720674,1711.19,1613.298,20,14
1992-11-29,1992,0,,NYJ,KC,1399.085,1603.323,0.3097008211062118,0.6902991788937882,1382.58,1619.827,7,23
1992-11-29,1992,0,,NO,MIA,1639.412,1544.041,0.7156875103831285,0.2843124896168715,1652.582,1530.871,24,13
1992-11-30,1992,0,,SEA,DEN,1331.969,1564.902,0.27553873943107193,0.724461260568928,1353.715,1543.156,16,13
1992-12-03,1992,0,,NO,ATL,1652.582,1491.021,0.786539300747864,0.21346069925213595,1661.087,1482.516,22,14
1992-12-06,1992,0,,SF,MIA,1711.19,1530.871,0.8041079337650174,0.19589206623498256,1722.536,1519.525,27,3
1992-12-06,1992,0,,BUF,NYJ,1617.805,1382.58,0.8491863931375915,0.15081360686240852,1576.907,1423.478,17,24
1992-12-06,1992,0,,CLE,CIN,1480.518,1385.454,0.715327778519076,0.28467222148092397,1495.555,1370.417,37,21
1992-12-06,1992,0,,DEN,DAL,1543.156,1676.676,0.4026506449846123,0.5973493550153877,1530.587,1689.245,27,31
1992-12-06,1992,0,,GB,DET,1477.33,1464.995,0.6094916852820718,0.39050831471792824,1502.736,1439.589,38,10
1992-12-06,1992,0,,NE,IND,1332.172,1355.494,0.5596934055194999,0.44030659448050014,1309.969,1377.697,0,6
1992-12-06,1992,0,,NYG,WSH,1505.977,1604.037,0.45256591073206287,0.5474340892679371,1479.721,1630.293,10,28
1992-12-06,1992,0,,PHI,MIN,1613.298,1605.189,0.6036864462109784,0.39631355378902156,1632.36,1586.127,28,17
1992-12-06,1992,0,,PIT,SEA,1589.343,1353.715,0.8494832536545235,0.15051674634547652,1594.496,1348.561,20,14
1992-12-06,1992,0,,OAK,KC,1504.86,1619.827,0.42858340390248534,0.5714165960975146,1541.006,1583.681,28,7
1992-12-06,1992,0,,TB,LAR,1341.477,1406.529,0.49992516598503667,0.5000748340149633,1325.386,1422.62,27,31
1992-12-06,1992,0,,ARI,LAC,1386.496,1526.815,0.39327392896947044,0.6067260710305296,1371.697,1541.614,21,27
1992-12-07,1992,0,,TEN,CHI,1567.11,1412.821,0.779426764067039,0.22057323593296096,1578.705,1401.226,24,7
1992-12-12,1992,0,,BUF,DEN,1576.907,1530.587,0.654936410749109,0.345063589250891,1592.659,1514.835,27,17
1992-12-12,1992,0,,ARI,NYG,1371.697,1479.721,0.4383980462316183,0.5616019537683816,1406.016,1445.401,19,0
1992-12-13,1992,0,,CHI,PIT,1401.226,1594.496,0.3233581720244265,0.6766418279755735,1447.484,1548.239,30,6
1992-12-13,1992,0,,DET,CLE,1439.589,1495.555,0.5129980418836549,0.48700195811634506,1462.849,1472.295,24,14
1992-12-13,1992,0,,KC,NE,1583.681,1309.969,0.8754229787942539,0.1245770212057461,1588.171,1305.48,27,20
1992-12-13,1992,0,,MIN,SF,1586.127,1722.536,0.3986572018265412,0.6013427981734588,1575.421,1733.242,17,20
1992-12-13,1992,0,,NYJ,IND,1423.478,1377.697,0.654234872730518,0.34576512726948205,1401.302,1399.873,6,10
1992-12-13,1992,0,,LAC,CIN,1541.614,1370.417,0.7957043077592687,0.2042956922407313,1552.279,1359.752,27,10
1992-12-13,1992,0,,LAR,NO,1422.62,1661.087,0.26922536059089924,0.7307746394091008,1406.759,1676.948,14,37
1992-12-13,1992,0,,TEN,GB,1578.705,1502.736,0.6924253888739699,0.30757461112603013,1562.45,1518.992,14,16
1992-12-13,1992,0,,WSH,DAL,1630.293,1689.245,0.5087028926116646,0.49129710738833543,1643.878,1675.661,20,17
1992-12-13,1992,0,,TB,ATL,1325.386,1482.516,0.37043691291094183,0.6295630870890582,1301.441,1506.461,7,35
1992-12-13,1992,0,,SEA,PHI,1348.561,1632.36,0.22105854907408873,0.7789414509259113,1342.987,1637.935,17,20
1992-12-14,1992,0,,MIA,OAK,1519.525,1541.006,0.5623033793432767,0.4376966206567233,1542.179,1518.352,20,7
1992-12-19,1992,0,,NYG,KC,1445.401,1588.171,0.3899124828299913,0.6100875171700086,1479.655,1553.917,35,21
1992-12-19,1992,0,,SF,TB,1733.242,1301.441,0.9458238945808807,0.054176105419119325,1735.08,1299.603,21,14
1992-12-20,1992,0,,GB,LAR,1518.992,1406.759,0.7350184031487382,0.26498159685126177,1532.59,1393.16,28,13
1992-12-20,1992,0,,CIN,NE,1359.752,1305.48,0.6652067735087701,0.3347932264912299,1374.982,1290.249,20,10
1992-12-20,1992,0,,CLE,TEN,1472.295,1562.45,0.4638621682134177,0.5361378317865824,1459.579,1575.165,14,17
1992-12-20,1992,0,,IND,ARI,1399.873,1406.016,0.5839009737246319,0.4160990262753681,1411.109,1394.78,16,13
1992-12-20,1992,0,,DEN,SEA,1514.835,1342.987,0.796312815496117,0.203687184503883,1520.754,1337.068,10,6
1992-12-20,1992,0,,DET,CHI,1462.849,1447.484,0.6136350846823546,0.3863649153176454,1482.523,1427.81,16,3
1992-12-20,1992,0,,NO,BUF,1676.948,1592.659,0.702530384424094,0.297469615575906,1652.688,1616.919,16,20
1992-12-20,1992,0,,PIT,MIN,1548.239,1575.421,0.554210548584702,0.445789451415298,1532.604,1591.056,3,6
1992-12-20,1992,0,,OAK,LAC,1518.352,1552.279,0.5445987946364246,0.4554012053635754,1483.711,1586.92,14,36
1992-12-20,1992,0,,MIA,NYJ,1542.179,1401.302,0.7658677320543049,0.23413226794569508,1546.883,1396.598,19,17
1992-12-20,1992,0,,PHI,WSH,1637.935,1643.878,0.584180665435545,0.41581933456445497,1650.97,1630.843,17,13
1992-12-21,1992,0,,ATL,DAL,1506.461,1675.661,0.3543840942836794,0.6456159057163207,1484.678,1697.443,17,41
1992-12-26,1992,0,,WSH,OAK,1630.843,1483.711,0.7722623389218977,0.22773766107810234,1618.995,1495.56,20,21
1992-12-26,1992,0,,NYJ,NO,1396.598,1652.688,0.2497394328099913,0.7502605671900087,1382.607,1666.68,0,20
1992-12-27,1992,0,,PIT,CLE,1532.604,1459.579,0.6888044173677118,0.3111955826322882,1546.647,1445.536,23,13
1992-12-27,1992,0,,LAR,ATL,1393.16,1484.678,0.4619114631511183,0.5380885368488817,1420.229,1457.61,38,27
1992-12-27,1992,0,,NE,MIA,1290.249,1546.883,0.24915314176144196,0.750846858238558,1283.895,1553.238,13,16
1992-12-27,1992,0,,MIN,GB,1591.056,1532.59,0.6705618748172265,0.3294381251827735,1610.049,1513.597,27,7
1992-12-27,1992,0,,KC,DEN,1553.917,1520.754,0.6376252084634992,0.36237479153650076,1575.671,1499.001,42,20
1992-12-27,1992,0,,DAL,CHI,1697.443,1427.81,0.8728395856302581,0.1271604143697419,1703.269,1421.984,27,14
1992-12-27,1992,0,,ARI,TB,1394.78,1299.603,0.7154602198329849,0.2845397801670151,1369.942,1324.441,3,7
1992-12-27,1992,0,,SEA,LAC,1337.068,1586.92,0.2565279305777447,0.7434720694222553,1323.388,1600.6,14,31
1992-12-27,1992,0,,PHI,NYG,1650.97,1479.655,0.7958147058042058,0.20418529419579423,1659.812,1470.813,20,10
1992-12-27,1992,0,,CIN,IND,1374.982,1411.109,0.5414561969621733,0.4585438030378267,1357.322,1428.77,17,21
1992-12-27,1992,0,,TEN,BUF,1575.165,1616.919,0.5334038528582513,0.4665961471417487,1604.889,1587.194,27,3
1992-12-28,1992,0,,SF,DET,1735.08,1482.523,0.8615238982828413,0.13847610171715874,1742.206,1475.397,24,6
1993-01-02,1992,0,w,MIN,WSH,1610.049,1618.995,0.5799754862722329,0.42002451372776706,1575.646,1653.398,7,24
1993-01-02,1992,0,w,LAC,KC,1600.6,1575.671,0.6266034603661669,0.3733965396338331,1621.337,1554.933,17,0
1993-01-03,1992,0,w,NO,PHI,1666.68,1659.812,0.6019760458183229,0.39802395418167713,1631.417,1695.075,20,36
1993-01-03,1992,0,w,BUF,TEN,1587.194,1604.889,0.5676597882855385,0.43234021171446146,1598.929,1593.155,41,38
1993-01-09,1992,0,d,PIT,BUF,1546.647,1598.929,0.5182945027396347,0.48170549726036527,1514.419,1631.157,3,24
1993-01-09,1992,0,d,SF,WSH,1742.206,1653.398,0.7079379192010414,0.29206208079895857,1753.559,1642.045,20,13
1993-01-10,1992,0,d,MIA,LAC,1553.238,1621.337,0.4955402987685971,0.5044597012314029,1588.254,1586.321,31,0
1993-01-10,1992,0,d,DAL,PHI,1703.269,1695.075,0.6038035047049183,0.3961964952950817,1727.954,1670.39,34,10
1993-01-17,1992,0,c,SF,DAL,1753.559,1727.954,0.6275134805318178,0.37248651946818223,1722.172,1759.341,20,30
1993-01-17,1992,0,c,MIA,BUF,1588.254,1631.157,0.5317573313724017,0.46824266862759834,1556.07,1663.34,10,29
1993-01-31,1992,1,s,DAL,BUF,1759.341,1663.34,0.6347446696539724,0.36525533034602764,1784.424,1638.257,52,17
1993-09-05,1993,0,,CLE,CIN,1465.357,1406.548,0.6709979046051399,0.32900209539486014,1481.797,1390.108,27,14
1993-09-05,1993,0,,CHI,NYG,1449.656,1482.208,0.5465611321183697,0.45343886788163035,1428.066,1503.798,20,26
1993-09-05,1993,0,,BUF,NE,1593.838,1357.597,0.8499338836663966,0.15006611633360345,1602.335,1349.099,38,14
1993-09-05,1993,0,,GB,LAR,1510.731,1448.486,0.6753494966714962,0.32465050332850376,1531.809,1427.408,36,6
1993-09-05,1993,0,,LAC,SEA,1559.214,1383.925,0.7995067946993384,0.20049320530066161,1566.249,1376.891,18,12
1993-09-05,1993,0,,TB,KC,1384.628,1538.289,0.37510591569362906,0.624894084306371,1361.415,1561.502,3,27
1993-09-05,1993,0,,OAK,MIN,1498.706,1552.097,0.5167004793195075,0.48329952068049253,1526.498,1524.306,24,7
